Iteration,Current evaluation,Best evaluation,Time Used,Current colours used,Best colours used
1,-1594,-1594,0.3351551671512425,42,42
2,-1596,-1596,0.5466290421318263,42,42
3,-1598,-1598,0.6889482650440186,42,42
4,-1602,-1602,0.9010289350990206,42,42
5,-1604,-1604,1.1317600321490318,42,42
6,-1610,-1610,1.2918845911044627,42,42
7,-1612,-1612,1.5292024491354823,42,42
8,-1614,-1614,1.691479146014899,42,42
9,-1618,-1618,1.9326963589992374,42,42
10,-1620,-1620,2.0998546259943396,42,42
11,-1624,-1624,2.3406218639574945,42,42
12,-1626,-1626,2.593243560055271,42,42
13,-1630,-1630,2.7693847310729325,42,42
14,-1638,-1638,3.0200075400061905,42,42
15,-1640,-1640,3.165619384031743,42,42
16,-1642,-1642,3.3922242461703718,41,41
17,-1644,-1644,3.635724883992225,41,41
18,-1650,-1650,3.815112299984321,41,41
19,-1650,-1650,3.872868111124262,41,41
20,-1656,-1656,4.103225762955844,41,41
21,-1658,-1658,4.284108323045075,41,41
22,-1662,-1662,4.526943295961246,41,41
23,-1664,-1664,4.77970135002397,41,41
24,-1666,-1666,4.945156435947865,41,41
25,-1670,-1670,5.1987020070664585,41,41
26,-1670,-1670,5.256625046022236,41,41
27,-1672,-1672,5.407693576067686,41,41
28,-1674,-1674,5.656760544050485,41,41
29,-1676,-1676,5.882121379021555,41,41
30,-1678,-1678,6.041540283942595,41,41
31,-1682,-1682,6.284549009986222,41,41
32,-1684,-1684,6.439807329094037,41,41
33,-1686,-1686,6.6705487770959735,40,40
34,-1688,-1688,6.9251221171580255,40,40
35,-1692,-1692,7.097061579115689,40,40
36,-1694,-1694,7.331039406126365,40,40
37,-1704,-1704,7.5106361201033,40,40
38,-1706,-1706,7.769699541153386,40,40
39,-1708,-1708,7.920279378071427,40,40
40,-1708,-1708,8.04950199695304,40,40
41,-1710,-1710,8.214627510169521,40,40
42,-1710,-1710,8.269975151168182,40,40
43,-1712,-1712,8.50702863605693,40,40
44,-1712,-1712,8.562857087003067,40,40
45,-1714,-1714,8.815383105073124,40,40
46,-1716,-1716,8.989139255136251,40,40
47,-1716,-1716,9.046004162169993,40,40
48,-1718,-1718,9.31028509605676,40,40
49,-1718,-1718,9.365895502036437,40,40
50,-1718,-1718,9.422452131984755,40,40
51,-1718,-1718,9.477675419067964,40,40
52,-1718,-1718,9.535137697122991,40,40
53,-1718,-1718,9.594629059080034,40,40
54,-1720,-1720,9.848668057005852,40,40
55,-1724,-1724,10.092050382168964,40,40
56,-1730,-1730,10.244955244008452,39,39
57,-1730,-1730,10.298943652072921,39,39
58,-1730,-1730,10.357546854065731,39,39
59,-1734,-1734,10.582110760034993,39,39
60,-1736,-1736,10.729899767087772,39,39
61,-1736,-1736,10.858181582996622,39,39
62,-1740,-1740,11.029719833983108,39,39
63,-1740,-1740,11.083342330995947,39,39
64,-1740,-1740,11.140432419022545,39,39
65,-1740,-1740,11.195006753085181,39,39
66,-1740,-1740,11.31909751216881,39,39
67,-1748,-1748,11.512914458988234,39,39
68,-1748,-1748,11.57171146501787,39,39
69,-1750,-1750,11.819091664161533,39,39
70,-1752,-1752,12.030013692099601,39,39
71,-1752,-1752,12.224722323007882,39,39
72,-1752,-1752,12.294816724024713,39,39
73,-1752,-1752,12.350557225989178,39,39
74,-1752,-1752,12.40578048909083,39,39
75,-1754,-1754,12.593058970058337,39,39
76,-1754,-1754,12.648334592115134,39,39
77,-1754,-1754,12.770207318011671,39,39
78,-1754,-1754,12.82596915308386,39,39
79,-1754,-1754,12.882965872064233,39,39
80,-1754,-1754,12.938372205011547,39,39
81,-1756,-1756,13.12280994397588,39,39
82,-1758,-1758,13.385094824014232,39,39
83,-1760,-1760,13.616578098153695,39,39
84,-1766,-1766,13.770758144091815,39,39
85,-1768,-1768,14.026631779968739,39,39
86,-1770,-1770,14.186524746008217,39,39
87,-1776,-1776,14.44068651413545,38,38
88,-1778,-1778,14.709995275130495,38,38
89,-1780,-1780,14.88236433104612,38,38
90,-1780,-1780,14.937362722121179,38,38
91,-1780,-1780,14.993768071057275,38,38
92,-1782,-1782,15.237483988050371,38,38
93,-1784,-1784,15.418320970144123,38,38
94,-1786,-1786,15.67852087598294,38,38
95,-1786,-1786,15.731084400089458,38,38
96,-1788,-1788,15.970199160045013,38,38
97,-1790,-1790,16.144979982171208,38,38
98,-1790,-1790,16.19942705798894,38,38
